,name,pop2000,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,pop2016,pop2017,age_under_5_2010,age_under_5_2017,age_under_18_2010,age_over_65_2010,age_over_65_2017,median_age_2017,female_2010,white_2010,black_2010,black_2017,native_2010,native_2017,asian_2010,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2010,two_plus_races_2017,hispanic_2010,hispanic_2017,white_not_hispanic_2010,white_not_hispanic_2017,speak_english_only_2017,no_move_in_one_plus_year_2010,foreign_born_2010,foreign_spoken_at_home_2010,women_16_to_50_birth_rate_2017,hs_grad_2010,hs_grad_2016,hs_grad_2017,some_college_2016,some_college_2017,bachelors_2010,bachelors_2016,bachelors_2017,veterans_2010,veterans_2017,mean_work_travel_2010,mean_work_travel_2017,broadband_2017,computer_2017,housing_units_2010,homeownership_2010,housing_multi_unit_2010,median_val_owner_occupied_2010,households_2010,households_2017,persons_per_household_2010,persons_per_household_2017,per_capita_income_2010,per_capita_income_2017,median_household_income_2010,median_household_income_2016,median_household_income_2017,private_nonfarm_establishments_2009,private_nonfarm_employment_2009,percent_change_private_nonfarm_employment_2009,nonemployment_establishments_2009,sales_2007,sales_per_capita_2007,building_permits_2010,fed_spending_2009,area_2010,density_2010,poverty_2010,poverty_2016,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,civilian_labor_force_2007,employed_2007,unemployed_2007,unemployment_rate_2007,civilian_labor_force_2008,employed_2008,unemployed_2008,unemployment_rate_2008,civilian_labor_force_2009,employed_2009,unemployed_2009,unemployment_rate_2009,civilian_labor_force_2010,employed_2010,unemployed_2010,unemployment_rate_2010,civilian_labor_force_2011,employed_2011,unemployed_2011,unemployment_rate_2011,civilian_labor_force_2012,employed_2012,unemployed_2012,unemployment_rate_2012,civilian_labor_force_2013,employed_2013,unemployed_2013,unemployment_rate_2013,civilian_labor_force_2014,employed_2014,unemployed_2014,unemployment_rate_2014,civilian_labor_force_2015,employed_2015,unemployed_2015,unemployment_rate_2015,civilian_labor_force_2016,employed_2016,unemployed_2016,unemployment_rate_2016,uninsured_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017,age_over_18_2019,age_over_65_2019,age_over_85_2019,age_under_5_2019,asian_2019,avg_family_size_2019,bachelors_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_asian_or_pac_isl_2019,households_speak_limited_english_2019,households_speak_other_2019,households_speak_other_indo_euro_lang_2019,households_speak_spanish_2019,housing_mobile_homes_2019,housing_one_unit_structures_2019,housing_two_unit_structures_2019,hs_grad_2019,mean_household_income_2019,median_age_2019,median_household_income_2019,median_individual_income_2019,median_individual_income_age_25plus_2019,native_2019,other_single_race_2019,pac_isl_2019,per_capita_income_2019,persons_per_household_2019,pop_2019,two_plus_races_2019,unemployment_rate_2019,uninsured_2019,uninsured_65_and_older_2019,uninsured_under_19_2019,uninsured_under_6_2019,veterans_2019,white_2019,white_not_hispanic_2019,metro_2013_1.0,metro_2013_Unknown,smoking_ban_2010_comprehensive,smoking_ban_2010_none,smoking_ban_2010_partial,state
2692,Montgomery County,293768.0,455746,471438.0,484453.0,498467.0,516798.0,535214.0,554522.0,570934.0,7.3,6.8,27.6,10.4,12.3,36.7,50.4,83.5,4.3,2.32,0.7,0.16,2.1,1.4,0.04,1.69,2.3,1.17,20.8,22.97,71.2,67.86,79.0,82.1,12.1,18.4,6.3,85.9,86.8,87.6,29.7,29.8,29.7,33.0,33.7,30570,7.8,31.6,32.7,85.0,92.6,177647,75.6,13.5,157100,150546,186861.0,2.82,2.85,31959,37154.39,65620,72506.0,74323.0,8743,121158,41.6,36204.0,5260066.0,12748.0,2932,2015347.0,1041.74,437.5,10.9,10.9,10.3,14.7,13.7,202727.0,194979.0,7748.0,3.82,212306.0,203395.0,8911.0,4.2,220240.0,205009.0,15231.0,6.92,224426.0,207496.0,16930.0,7.54,231782.0,215406.0,16376.0,7.07,239219.0,225006.0,14213.0,5.94,246342.0,233018.0,13324.0,5.41,253834.0,242633.0,11201.0,4.41,258004.0,247065.0,10939.0,4.24,265406.0,252409.0,12997.0,4.9,14.5,9.7,0.5,267342.0,255765.0,11577.0,4.33,73.5,12.8,1.2,6.8,2.9,3.34,34.5,5.0,24.1,89.9,83.8,88.6,198649,2.0,3.4,0.6,2.7,17.6,29.0,12.9,71.0,87.7,115218,37.1,80902,37915,50253,0.4,2.5,0.0,41211,2.87,571949,2.7,3.9,14.1,1.1,9.3,6.7,7.5,86.4,66.0,1,0,0,1,0,Texas
2693,Moore County,20121.0,21904,22090.0,22437.0,22145.0,22021.0,21880.0,21935.0,22097.0,9.3,8.8,32.0,9.6,9.8,30.5,48.3,72.5,1.5,2.13,1.3,0.34,6.1,3.94,0.0,4.11,2.1,1.23,52.7,54.14,38.2,33.66,51.0,79.5,23.5,49.4,10.1,69.5,63.9,65.4,25.2,27.7,13.7,13.5,13.4,845,4.2,16.1,16.9,72.6,84.0,7881,66.7,15.5,83100,6724,6725.0,3.12,3.25,18239,19821.54,44216,52344.0,52469.0,447,8069,16.8,964.0,217873.0,10995.0,12,86996.0,899.69,24.3,13.4,11.8,16.9,26.0,25.7,10644.0,10337.0,307.0,2.88,11237.0,10892.0,345.0,3.07,11510.0,10976.0,534.0,4.64,11549.0,10930.0,619.0,5.36,11759.0,11192.0,567.0,4.82,11589.0,11088.0,501.0,4.32,11440.0,10953.0,487.0,4.26,11298.0,10906.0,392.0,3.47,11102.0,10756.0,346.0,3.12,11173.0,10842.0,331.0,2.96,15.8,10.5,0.0,11012.0,10693.0,319.0,2.9,68.5,10.7,1.5,8.9,6.8,3.73,14.3,3.8,56.1,84.4,61.9,84.6,6733,3.8,15.1,1.9,1.2,43.9,34.2,19.5,65.8,67.3,67850,30.8,54871,31237,37379,0.5,9.7,0.0,23001,3.15,21399,2.5,5.4,17.3,1.8,12.2,8.7,4.4,76.7,32.5,0,0,0,1,0,Texas
2694,Morris County,13048.0,12934,12770.0,12707.0,12682.0,12618.0,12391.0,12490.0,12467.0,6.5,6.3,23.3,19.4,20.8,42.9,51.8,69.7,23.0,11.86,0.7,0.2,0.3,0.05,0.03,2.14,2.0,1.31,7.8,9.16,66.8,65.12,93.1,86.1,3.7,5.8,7.9,82.3,86.9,88.2,32.5,33.1,17.3,16.5,16.0,1175,13.5,20.2,23.8,72.1,78.5,6024,78.9,8.4,75500,5131,5024.0,2.55,2.46,20292,22959.76,38843,38255.0,40227.0,226,4442,9.2,803.0,70300.0,5402.0,0,130023.0,251.99,51.3,16.7,20.0,15.7,24.7,21.0,6044.0,5730.0,314.0,5.2,6064.0,5703.0,361.0,5.95,6080.0,5177.0,903.0,14.85,5769.0,4975.0,794.0,13.76,5814.0,5116.0,698.0,12.01,5837.0,5268.0,569.0,9.75,5841.0,5281.0,560.0,9.59,5626.0,5186.0,440.0,7.82,5309.0,4843.0,466.0,8.78,4884.0,4350.0,534.0,10.93,15.1,10.9,0.0,4653.0,4251.0,402.0,8.64,77.0,21.5,2.9,5.5,0.2,3.04,14.3,23.3,9.9,78.0,59.3,69.1,5117,0.4,0.4,0.0,0.8,6.4,27.0,12.1,73.0,88.6,55192,43.0,41359,23596,30499,0.3,4.2,0.1,22971,2.39,12373,2.7,6.7,15.8,0.4,11.4,11.2,12.1,69.3,64.4,0,0,1,0,0,Texas
2695,Motley County,1426.0,1210,1200.0,1197.0,1192.0,1149.0,1146.0,1172.0,1230.0,5.2,5.6,21.8,27.1,28.8,37.6,49.3,92.1,2.0,1.75,0.8,0.0,0.0,0.0,0.0,3.46,1.1,1.35,13.5,16.34,83.7,76.48,90.4,96.0,1.6,4.8,12.2,84.7,88.4,89.8,36.2,41.4,18.5,17.4,15.6,111,7.4,24.1,16.4,68.9,83.2,779,74.9,2.6,60500,435,469.0,2.58,2.38,19754,25051.26,34081,37464.0,40598.0,36,0,0.5449105691056907,122.0,5220.0,4085.0,0,20274.0,989.56,1.2,22.1,18.2,12.2,16.7,11.3,683.0,656.0,27.0,3.95,691.0,661.0,30.0,4.34,686.0,649.0,37.0,5.39,624.0,585.0,39.0,6.25,594.0,553.0,41.0,6.9,522.0,491.0,31.0,5.94,502.0,472.0,30.0,5.98,497.0,476.0,21.0,4.23,492.0,475.0,17.0,3.46,507.0,489.0,18.0,3.55,20.5,4.3,0.0,490.0,472.0,18.0,3.67,74.5,31.4,2.8,4.1,0.0,3.32,16.8,1.5,19.6,69.5,75.3,70.6,489,0.0,0.0,0.0,0.0,14.7,31.7,8.0,68.3,87.5,65925,41.3,43859,23807,33092,0.0,7.8,0.0,29071,2.56,1252,3.1,8.0,18.4,0.0,4.6,0.0,12.3,87.5,74.4,0,0,0,1,0,Texas
2696,Nacogdoches County,59203.0,64524,65639.0,65821.0,65163.0,65187.0,65464.0,65662.0,65580.0,6.9,6.8,23.3,11.8,13.2,30.6,52.3,68.6,18.2,8.87,0.6,0.38,1.2,0.9,0.0,0.67,2.0,1.08,17.6,18.91,61.5,59.93,83.4,78.3,8.4,15.2,4.1,80.5,81.2,82.8,27.9,28.9,24.0,25.2,25.2,4081,7.0,19.1,20.4,72.9,84.2,27406,59.9,21.5,88600,23082,23825.0,2.53,2.52,18180,23994.44,33189,38099.0,41482.0,1263,18883,6.0,3642.0,691236.0,11048.0,250,469493.0,946.54,68.2,24.6,25.4,24.9,32.9,32.2,30250.0,29007.0,1243.0,4.11,30808.0,29484.0,1324.0,4.3,31827.0,29766.0,2061.0,6.48,30782.0,28593.0,2189.0,7.11,30628.0,28488.0,2140.0,6.99,29573.0,27609.0,1964.0,6.64,29229.0,27325.0,1904.0,6.51,28628.0,27101.0,1527.0,5.33,28107.0,26789.0,1318.0,4.69,28658.0,27317.0,1341.0,4.68,20.3,13.3,2.4,28538.0,27325.0,1213.0,4.25,76.8,14.2,1.5,6.5,1.6,3.09,24.5,17.7,19.4,78.9,70.7,79.1,23757,0.8,3.0,0.3,1.0,12.7,43.4,17.6,56.6,82.9,63497,30.9,44847,21426,33198,1.1,1.2,0.0,23617,2.52,65339,1.9,7.6,17.5,1.3,11.8,10.3,6.8,76.4,59.5,0,0,0,1,0,Texas
2697,Navarro County,45124.0,47735,48053.0,48138.0,48029.0,47918.0,48170.0,48375.0,48701.0,7.3,7.2,27.1,14.4,16.4,38.9,50.4,69.4,13.8,6.67,0.6,0.95,0.5,0.31,0.52,2.69,2.2,1.03,23.8,26.22,59.9,57.28,76.6,82.5,10.7,19.5,9.6,76.5,76.7,77.2,30.8,32.2,15.7,15.7,15.6,3544,8.1,23.3,25.3,67.0,82.7,20234,71.5,10.3,79300,17313,17326.0,2.65,2.73,20539,22200.37,41654,44111.0,45103.0,925,12743,-5.8,3001.0,471758.0,9664.0,109,406982.0,1009.63,47.3,19.8,17.8,18.8,37.3,29.5,20632.0,19629.0,1003.0,4.86,20892.0,19756.0,1136.0,5.44,21318.0,19645.0,1673.0,7.85,22776.0,20878.0,1898.0,8.33,23085.0,21215.0,1870.0,8.1,23250.0,21561.0,1689.0,7.26,23391.0,21863.0,1528.0,6.53,23140.0,21936.0,1204.0,5.2,22868.0,21908.0,960.0,4.2,22726.0,21776.0,950.0,4.18,19.0,10.7,0.0,22752.0,21857.0,895.0,3.93,73.8,16.8,1.9,7.3,0.7,3.32,15.9,12.2,27.3,76.1,63.5,76.3,17338,0.8,5.1,0.2,0.9,18.3,31.1,17.5,68.9,78.4,65225,38.1,48529,24951,31266,1.9,6.6,1.6,23786,2.77,48995,2.9,6.0,18.4,0.4,12.9,13.2,7.7,74.3,56.0,0,0,0,1,0,Texas
2698,Newton County,15072.0,14445,14561.0,14431.0,14332.0,14296.0,14169.0,14186.0,13952.0,5.8,5.2,23.2,16.2,19.1,43.5,48.5,76.9,20.1,10.68,0.6,0.1,0.4,0.04,0.0,0.0,1.5,0.67,2.8,3.45,74.9,73.6,97.2,88.6,1.5,4.1,7.4,77.7,86.7,87.6,29.3,30.7,8.6,7.5,8.8,1363,11.1,30.1,37.3,54.5,75.1,7142,83.2,1.9,67600,5164,4781.0,2.68,2.93,17721,17935.15,37452,41388.0,40180.0,138,1237,-23.8,603.0,50925.0,3704.0,0,108326.0,933.68,15.5,16.2,22.8,15.7,25.9,19.3,5750.0,5382.0,368.0,6.4,5721.0,5304.0,417.0,7.29,5853.0,5182.0,671.0,11.46,5939.0,5185.0,754.0,12.7,6040.0,5271.0,769.0,12.73,5805.0,5163.0,642.0,11.06,5606.0,5003.0,603.0,10.76,5560.0,5100.0,460.0,8.27,5363.0,4960.0,403.0,7.51,5342.0,4919.0,423.0,7.92,14.7,3.6,0.0,5312.0,4894.0,418.0,7.87,79.8,20.1,1.7,4.5,0.6,3.04,9.7,20.3,3.6,69.9,47.6,72.5,5315,0.6,0.0,0.3,1.2,2.6,15.4,35.3,84.6,83.4,54004,44.3,40101,21019,31526,0.3,0.3,0.0,21659,2.59,13914,3.0,8.3,20.0,0.0,13.3,7.7,9.2,75.6,73.5,1,0,0,1,0,Texas
2699,Nolan County,15802.0,15216,15129.0,14892.0,15055.0,15114.0,15041.0,14968.0,14770.0,7.4,6.5,25.9,16.6,17.5,38.8,50.3,83.6,4.7,2.52,0.6,0.34,0.4,0.14,0.01,2.37,2.3,0.86,33.5,36.4,60.4,57.02,74.6,83.2,5.0,22.3,3.4,77.4,80.10000000000002,80.4,33.7,33.0,17.1,12.7,13.3,1157,8.2,17.4,15.5,67.9,85.4,7152,68.1,12.2,51600,5836,5552.0,2.52,2.64,19973,22760.98,37102,40969.0,42019.0,345,4509,-4.5,1052.0,179695.0,12325.0,1,131443.0,912.0,16.7,19.4,18.4,16.8,27.4,24.5,7535.0,7260.0,275.0,3.65,7707.0,7412.0,295.0,3.83,7857.0,7364.0,493.0,6.27,7331.0,6781.0,550.0,7.5,7352.0,6837.0,515.0,7.0,7092.0,6672.0,420.0,5.92,6968.0,6571.0,397.0,5.7,7048.0,6746.0,302.0,4.28,6907.0,6628.0,279.0,4.04,6852.0,6523.0,329.0,4.8,16.7,10.7,0.0,6778.0,6503.0,275.0,4.06,74.0,17.6,2.5,7.2,0.3,3.32,15.2,6.0,37.7,72.8,61.1,76.0,5407,0.3,4.9,0.4,0.9,30.8,32.8,6.2,67.2,82.3,64120,37.5,45537,23370,29933,0.5,4.3,0.0,25094,2.71,14904,1.1,6.8,19.0,0.0,14.9,10.8,7.4,87.8,55.5,0,0,0,1,0,Texas
2700,Nueces County,313645.0,340223,343225.0,347848.0,352781.0,356452.0,360437.0,361529.0,361221.0,7.1,6.9,25.9,12.0,13.3,35.1,50.9,81.5,4.0,1.9,0.6,0.24,1.7,0.98,0.03,1.67,2.4,0.85,60.6,62.99,32.9,30.32,62.2,79.7,7.5,40.7,6.7,78.2,81.4,82.2,32.5,32.0,19.9,20.5,20.9,29871,10.2,19.2,19.6,76.1,85.7,141033,61.6,26.5,103900,121056,128857.0,2.71,2.72,22558,26556.25,43280,53562.0,53317.0,7798,124249,6.4,21753.0,4314450.0,13529.0,999,3267567.0,838.48,405.8,19.1,15.1,16.7,29.1,23.5,157697.0,151010.0,6687.0,4.24,162404.0,155143.0,7261.0,4.47,165625.0,154451.0,11174.0,6.75,162502.0,149312.0,13190.0,8.12,164278.0,151227.0,13051.0,7.94,167030.0,156062.0,10968.0,6.57,168310.0,158015.0,10295.0,6.12,168240.0,159650.0,8590.0,5.11,165671.0,157500.0,8171.0,4.93,167447.0,158022.0,9425.0,5.63,17.7,9.3,0.5,167523.0,158495.0,9028.0,5.39,75.2,14.1,1.5,6.8,2.1,3.33,21.8,3.7,63.7,81.3,66.5,80.8,129451,1.6,4.3,0.4,1.2,44.1,42.0,3.3,58.0,82.8,74953,35.5,55919,27335,36387,0.5,1.9,0.1,27740,2.73,361540,1.7,4.8,17.1,0.4,8.9,7.0,9.7,90.1,29.5,1,0,0,1,0,Texas
2701,Ochiltree County,9006.0,10223,10422.0,10581.0,10669.0,10685.0,10697.0,10295.0,10073.0,9.3,8.6,31.6,10.3,10.1,31.7,48.8,85.6,0.4,0.24,1.0,0.96,0.3,0.1,0.0,2.91,2.3,1.68,48.7,52.97,49.5,44.47,52.5,79.5,20.4,39.3,9.7,70.7,75.9,75.6,29.4,27.4,17.9,16.4,18.3,606,6.4,17.5,18.5,70.1,87.9,4062,69.5,8.3,82100,3533,3549.0,2.79,2.94,21143,23819.73,49309,61194.0,50120.0,341,3573,43.4,750.0,97444.0,10288.0,1,50456.0,917.63,11.1,17.7,11.4,13.0,9.5,14.7,5226.0,5090.0,136.0,2.6,5611.0,5458.0,153.0,2.73,5502.0,5176.0,326.0,5.93,4868.0,4580.0,288.0,5.92,5108.0,4862.0,246.0,4.82,5320.0,5115.0,205.0,3.85,5430.0,5226.0,204.0,3.76,5573.0,5407.0,166.0,2.98,5268.0,5044.0,224.0,4.25,4654.0,4410.0,244.0,5.24,23.4,19.5,0.0,4504.0,4338.0,166.0,3.69,68.9,10.5,1.3,8.4,0.3,3.4,15.6,0.8,54.2,75.6,73.9,80.8,3483,0.0,9.0,0.0,0.0,40.2,26.6,11.2,73.4,74.4,68093,32.3,50464,24270,31648,0.9,7.3,0.0,23624,2.89,10131,3.0,5.1,21.1,1.4,14.7,10.9,6.5,87.7,43.1,0,0,0,1,0,Texas
2702,Oldham County,2185.0,2052,2071.0,2046.0,2089.0,2070.0,2064.0,2074.0,2114.0,4.9,5.6,34.0,12.4,13.8,29.9,49.6,90.2,3.0,3.22,0.6,0.02,0.8,0.05,0.0,0.05,1.5,1.56,11.8,15.46,82.8,75.8,88.4,85.5,2.8,8.7,10.2,82.3,84.8,87.9,33.5,32.3,29.8,25.9,26.5,127,4.8,16.6,19.0,75.2,85.0,841,71.0,9.6,86900,710,581.0,2.72,2.58,22504,34042.64,51111,54212.0,62426.0,34,0,0.5449105691056907,184.0,16797.0,8118.0,4,20356.0,1500.53,1.4,13.4,14.3,11.1,7.8,14.6,932.0,896.0,36.0,3.86,902.0,862.0,40.0,4.43,923.0,871.0,52.0,5.63,961.0,917.0,44.0,4.58,980.0,938.0,42.0,4.29,951.0,910.0,41.0,4.31,961.0,918.0,43.0,4.47,941.0,907.0,34.0,3.61,913.0,886.0,27.0,2.96,907.0,880.0,27.0,2.98,9.8,3.5,0.0,890.0,868.0,22.0,2.47,66.4,14.8,1.1,5.7,1.9,3.25,22.0,3.2,15.2,79.3,72.7,80.1,594,0.8,1.9,0.0,0.0,8.4,21.5,19.7,78.5,90.3,84947,35.9,64545,27938,35407,0.0,0.0,0.0,26408,2.76,2094,2.8,1.5,10.4,0.0,2.3,0.0,5.0,92.1,77.1,1,0,0,1,0,Texas
2703,Orange County,84966.0,81837,82337.0,82889.0,82816.0,83245.0,83928.0,84508.0,85047.0,6.6,6.8,25.1,14.0,15.0,37.7,50.3,86.1,8.5,4.13,0.5,0.15,1.0,0.58,0.0,0.27,1.7,0.97,5.8,7.09,83.0,81.37,94.6,85.4,2.7,5.7,6.3,85.8,89.2,89.1,34.7,34.8,12.5,15.2,15.7,7640,8.8,22.3,23.9,73.9,84.6,35313,77.1,8.9,81500,31271,32272.0,2.6,2.57,23155,27620.62,47914,53611.0,53667.0,1374,19849,-0.4,4964.0,851995.0,10328.0,226,963010.0,333.67,245.3,13.9,14.0,14.2,17.9,18.1,40595.0,38499.0,2096.0,5.16,41201.0,38584.0,2617.0,6.35,41400.0,37325.0,4075.0,9.84,38466.0,33983.0,4483.0,11.65,39187.0,34675.0,4512.0,11.51,38882.0,34818.0,4064.0,10.45,37976.0,34026.0,3950.0,10.4,37893.0,34873.0,3020.0,7.97,37152.0,34727.0,2425.0,6.53,37284.0,34786.0,2498.0,6.7,15.3,8.7,0.0,37246.0,34692.0,2554.0,6.86,75.2,15.6,1.6,6.8,1.2,3.14,15.5,8.7,7.7,80.7,69.9,79.2,31694,0.9,0.8,0.1,1.9,5.2,24.7,17.8,75.3,87.9,77645,37.9,59399,31543,43152,0.3,0.7,0.0,30114,2.63,84069,1.6,4.8,15.9,0.2,10.5,9.4,8.3,87.4,80.7,1,0,0,1,0,Texas
2704,Palo Pinto County,27026.0,28111,28052.0,27856.0,27872.0,28016.0,27956.0,28132.0,28570.0,6.8,6.5,25.0,16.3,18.7,41.0,50.9,87.1,2.2,1.21,0.7,0.34,0.5,0.31,0.04,1.36,1.8,0.84,17.7,19.71,78.1,75.43,86.0,84.2,6.2,13.8,5.2,76.8,82.6,83.4,31.4,31.9,13.7,15.8,16.6,2572,8.8,22.9,23.5,68.4,81.4,15214,68.3,8.1,80500,10513,10441.0,2.63,2.67,21551,23897.75,41095,43589.0,45067.0,612,6351,-6.5,2008.0,272673.0,9972.0,96,191781.0,951.79,29.5,13.8,16.4,18.3,28.2,26.9,13864.0,13358.0,506.0,3.65,14014.0,13435.0,579.0,4.13,14210.0,13096.0,1114.0,7.84,13254.0,12111.0,1143.0,8.62,13481.0,12414.0,1067.0,7.91,13418.0,12514.0,904.0,6.74,13386.0,12510.0,876.0,6.54,13376.0,12688.0,688.0,5.14,13156.0,12472.0,684.0,5.2,13227.0,12504.0,723.0,5.47,20.7,16.8,0.0,13403.0,12859.0,544.0,4.06,76.6,19.4,2.2,6.1,0.8,3.31,16.6,2.5,19.9,75.6,69.3,78.7,10255,0.4,3.9,0.0,1.2,13.5,27.3,14.9,72.7,84.2,66155,40.6,50154,23594,31955,0.7,2.8,0.1,25150,2.76,28540,1.6,6.4,19.5,0.8,19.0,10.5,9.7,91.6,75.0,0,0,0,1,0,Texas
2705,Panola County,22756.0,23796,24004.0,23987.0,23786.0,23741.0,23660.0,23440.0,23243.0,6.5,6.2,24.7,15.6,17.3,38.7,50.4,76.8,16.3,8.18,0.4,0.03,0.3,0.32,0.02,0.6,1.8,0.53,8.3,8.56,73.6,73.43,92.2,87.8,3.2,5.1,4.3,81.5,84.3,84.9,37.9,37.5,11.4,14.2,14.7,1721,8.0,25.6,25.9,65.3,76.1,10920,81.0,3.9,81900,8632,9032.0,2.66,2.56,22846,25741.8,45622,47780.0,49704.0,492,7238,31.7,1552.0,221953.0,9638.0,10,177005.0,801.75,29.7,12.5,15.6,15.3,22.7,20.6,12376.0,11909.0,467.0,3.77,12999.0,12499.0,500.0,3.85,13199.0,12230.0,969.0,7.34,11404.0,10373.0,1031.0,9.04,11944.0,10968.0,976.0,8.17,12322.0,11477.0,845.0,6.86,12748.0,11960.0,788.0,6.18,12560.0,11940.0,620.0,4.94,11560.0,10957.0,603.0,5.22,10211.0,9480.0,731.0,7.16,16.7,10.6,0.0,10320.0,9756.0,564.0,5.47,76.4,18.7,2.2,6.0,0.2,3.13,16.1,17.3,8.7,73.3,62.0,72.6,8637,0.0,1.0,0.0,0.9,5.5,23.3,30.0,76.7,82.9,68305,39.2,52982,26162,36170,0.2,0.7,0.0,26577,2.65,23327,0.6,5.1,17.1,0.0,15.4,9.7,8.3,81.0,73.2,0,0,0,1,0,Texas
2706,Parker County,88495.0,116927,118312.0,119477.0,119797.0,122127.0,125568.0,128861.0,133463.0,6.3,6.1,25.5,12.2,14.8,39.6,49.3,91.4,1.6,0.69,0.8,0.35,0.5,0.25,0.03,0.99,1.8,0.97,10.6,11.48,85.3,84.45,91.4,83.1,4.0,8.3,6.5,85.4,89.2,89.4,34.7,34.8,22.4,27.0,26.9,10594,10.8,29.8,31.7,81.2,91.2,46628,80.3,7.1,147100,40489,43942.0,2.68,2.82,28539,32868.09,61340,67735.0,70608.0,2176,23367,49.2,10212.0,1517829.0,13971.0,147,523112.0,903.48,129.4,10.5,9.3,9.2,11.8,12.2,52087.0,50013.0,2074.0,3.98,53223.0,50895.0,2328.0,4.37,54611.0,50466.0,4145.0,7.59,56408.0,52113.0,4295.0,7.61,57353.0,53403.0,3950.0,6.89,57922.0,54485.0,3437.0,5.93,58687.0,55438.0,3249.0,5.54,59108.0,56412.0,2696.0,4.56,59517.0,57048.0,2469.0,4.15,61160.0,58675.0,2485.0,4.06,13.6,9.7,0.0,62302.0,60152.0,2150.0,3.45,75.2,15.3,1.4,6.2,0.6,3.43,26.4,1.3,12.3,85.1,81.3,86.7,44263,0.4,2.0,0.2,1.2,8.5,21.2,15.7,78.8,88.6,100080,39.7,77503,32185,44660,0.9,1.5,0.1,35142,2.99,133811,2.4,4.3,14.5,0.5,10.8,10.0,9.8,93.2,83.5,1,0,0,1,0,Texas
2707,Parmer County,10016.0,10269,10260.0,10156.0,9961.0,9934.0,9800.0,9818.0,9842.0,8.9,7.7,31.3,11.9,13.1,34.1,48.8,77.6,1.2,0.82,1.0,0.31,0.2,0.11,0.12,4.32,2.1,1.53,60.0,62.42,38.4,35.13,49.5,83.2,19.5,48.0,8.4,65.0,68.6,71.3,21.6,21.5,15.7,16.0,16.1,488,4.6,14.7,14.2,55.7,77.2,3799,72.7,6.3,88500,3299,3222.0,3.04,3.04,16926,20661.51,39753,48344.0,50410.0,205,0,0.5449105691056907,483.0,39479.0,4199.0,0,80735.0,880.78,11.7,18.6,15.5,17.3,37.4,27.3,4352.0,4216.0,136.0,3.12,4471.0,4322.0,149.0,3.33,4622.0,4419.0,203.0,4.39,5353.0,5117.0,236.0,4.41,5292.0,5057.0,235.0,4.44,5006.0,4800.0,206.0,4.12,5068.0,4872.0,196.0,3.87,5127.0,4971.0,156.0,3.04,4964.0,4847.0,117.0,2.36,4939.0,4815.0,124.0,2.51,19.8,11.6,0.0,4913.0,4791.0,122.0,2.48,70.7,13.5,1.3,7.8,0.4,3.64,17.9,1.2,63.3,66.0,59.4,74.2,3203,0.4,11.9,0.0,1.2,49.5,33.1,9.5,66.9,70.8,68099,33.4,55359,29158,36152,0.4,5.9,0.3,23859,3.01,9718,5.3,1.6,19.9,0.6,12.8,11.9,3.7,86.5,34.1,0,0,0,1,0,Texas
2708,Pecos County,16809.0,15507,15639.0,15568.0,15656.0,15837.0,16017.0,15877.0,15634.0,7.6,6.9,24.6,11.7,12.5,36.2,43.6,79.4,3.7,2.12,0.8,0.34,0.5,0.21,0.03,7.0,2.1,0.3,67.3,68.48,27.9,25.9,44.6,84.8,16.8,54.9,5.5,65.1,68.8,69.6,24.8,23.3,11.3,9.6,9.6,1097,7.4,16.3,19.2,58.2,73.8,5585,70.0,11.1,50900,4912,4420.0,2.53,3.09,16717,19723.3,38125,45414.0,50543.0,317,4078,37.4,795.0,153994.0,9730.0,6,83729.0,4763.85,3.3,19.9,17.1,11.5,11.3,11.2,6555.0,6281.0,274.0,4.18,7055.0,6742.0,313.0,4.44,8410.0,7687.0,723.0,8.6,7180.0,6653.0,527.0,7.34,7199.0,6767.0,432.0,6.0,6993.0,6635.0,358.0,5.12,6705.0,6343.0,362.0,5.4,6864.0,6579.0,285.0,4.15,6860.0,6506.0,354.0,5.16,6484.0,6103.0,381.0,5.88,19.1,14.0,7.7,6515.0,6221.0,294.0,4.51,75.4,12.7,1.8,6.4,0.6,3.52,9.8,3.5,68.8,63.3,60.3,72.7,4656,0.6,9.8,0.3,0.5,64.6,27.8,20.0,72.2,69.1,68797,35.9,52397,27388,34670,1.1,10.6,0.2,21120,2.89,15815,1.5,2.1,18.1,2.7,12.5,9.1,6.7,82.6,25.2,0,0,0,1,0,Texas
